title,id,overview,genres,cast,director,writers,production_companies,producers,original_language,vote_count,vote_average,popularity,runtime,release_date
Braindead,763,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.","Horror, Comedy","Morgan Rowe, Michelle Turner, Jim Booth, Tony Hopkins, Stephen Andrews, James Grant, Sean Hay, Harry Sinclair, Johnny Chico, Duncan Smith, Sam Dallimore, Elizabeth Brimilcombe, George Port, Ian Watkin, Davina Whitehouse, Stephen Papps, Glenis Levestam, Timothy Balme, Peter Vere-Jones, Kate Jason-Smith, Elizabeth Moody, Kenny McFadden, Brenda Kendall, Elizabeth Mulfaxe, Lewis Rowe, Nick Ward, Norman Willerton, Forrest J. Ackerman, Diana Peñalver, Chris Short, Angela Robinson Witherspoon, Murray Keane, Brad Selkirk, Bill Ralston, Peter Jackson, Anna Cahill, Robert Ericson, Stuart Devenie, Silvio Famularo, Jamie Selkirk, Jed Brophy, Tina Regtien, Tich Rowney, Vicki Walker, Fran Walsh, Brian Sergent, Tony Hiles",Peter Jackson,"Fran Walsh, Stephen Sinclair, Peter Jackson","WingNut Films, New Zealand Film Commission, Avalon/NFU Studios, Trimark Pictures",Jim Booth,en,1534,7.4,16.779,103,1992-08-13
Audition,11075,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.","Horror, Drama","Miyuki Matsuda, Misato Nakamura, Renji Ishibashi, Koshio Jindôji, Ayaka Izumi, Fumiyo Kohinata, Kimiko Tachibana, Tatsuo Endō, Ren Osugi, Yuriko Hirooka, Tetsu Sawaki, Ken Mitsuishi, Eihi Shiina, Shigeru Saiki, Toshie Negishi, Yuuto Arima, Kanji Tsuda, Jun Kunimura, Ryo Ishibashi",Takashi Miike,"Daisuke Tengan, Ryū Murakami","Basara Pictures, Creators Company Connection, Omega Project","Akemi Suyama, Toyoyuki Yokohama, Satoshi Fukushima",ja,1429,7.124,30.783,115,1999-10-06
I See You,524251,"When a 10-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.","Horror, Thriller","Owen Teague, Jon Tenney, Nicole Forester, Jeremy Gladen, Adam Kern, Gregory Alan Williams, Jennifer Grace, Judah Lewis, Mark Salas, Riley Caya, Sam Trammell, Teri Clark, Brooks Roseberry, Wyatt McClure, Libe Barer, Helen Hunt, Joe Fishel, A.J. Ransom, Cherie McClain, Erika Alexander, Daniel Repas, Brian ""Wolfman Black"" Bowman, Allison King, John Newberg, Thomas W. Wolf",Adam Randall,Devon Graye,"Head Gear Films, Kreo Films, Local Hero, Zodiac Features, Zodiac Holdings, Metrol Technology, Real by Fake","Eric Fischer, Matt Waldeck, Chris Sablan, James Atherton, Jordan Bayer, Compton Ross, Matt Leipzig, Jan Pace, Robert Ruggeri, Phil Hunt",en,1361,7.031,32.316,98,2019-09-11
Ring,2671,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","Horror, Thriller","Yutaka Matsushige, Keiko Yoshida, Kazufumi Nakai, Miwako Kaji, Hitomi Sato, Toshihiko Takeda, Kanehiro Ri, Daisuke Ban, Masahiko Ono, Maki Ikeda, Orie Izuno, Mantarô Koichi, Yoshiko Matsumaru, Hiroyuki Watanabe, Yûrei Yanagi, Rikiya Ôtaka, Rie Ino'o, Nanako Matsushima, Makoto Kakeda, Miki Nakatani, Chihiro Shirai, Asami Nagata, Katsumi Muramatsu, Yoho Naose, Takashi Takayama, Hiroyuki Sanada, Shinkichi Noda, Masako, Yōichi Numata, Yûko Takeuchi, Yoko Kima, Kiyoshi Risho, Kiriko Shimizu, Yôko Ôshima",Hideo Nakata,"Kôji Suzuki, Hiroshi Takahashi","KADOKAWA Shoten, Omega Project","Takenori Sentô, Takashige Ichise, Shin'ya Kawai",ja,1344,7.039,26.116,96,1998-01-31
Freaks,136,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","Drama, Horror","Harry Earles, Roscoe Ates, Josephine Joseph, Henry Victor, Olga Roderick, Edith, Johnny Eck, John Aasen, Elizabeth Green, Daisy Hilton, Angelo Rossitto, Frances O'Connor, Sidney Bracey, Leila Hyams, Mathilde Comont, Albert Conti, Violet Hilton, Jenny Lee Snow, Schlitzie, Prince Randian, Matt McHugh, Michael Visaroff, Delmo Fritz, Hooper Atchley, Tiny Doll, Ernie Adams, Elvira Snow, Olga Baclanova, Jerry Austin, Constantine Romanoff, Demetrius Alexis, Wallace Ford, Murray Kinnell, Edward Brophy, Rose Dione, Martha Morris, Koo Koo, Daisy Earles, Peter Robinson",Tod Browning,"Clarence Aaron 'Tod' Robbins, Willis Goldbeck, Leon Gordon",Metro-Goldwyn-Mayer,"Tod Browning, Irving Thalberg",en,1114,7.808,19.64,66,1932-02-12
Sleep Tight,77495,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.","Thriller, Horror","Amparo Fernández, Carlos Lasarte, Ricard Sadurní, Marta Etura, Xavier Pujolràs, Luis Tosar, Roger Morilla, Margarita Roset, Tony Corvillo, Manel Dueso, Iris Almeida, Alberto San Juan, Pep Tosar, Petra Martínez",Jaume Balagueró,Alberto Marini,"Castelao Productions, Cubica, Coser y Cantar, Canal+ España, TVC, Filmax","Julio Fernández, Alberto Marini, Carlos Fernández",es,1021,7.1,20.376,97,2011-10-14
Dead Ringers,9540,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.","Thriller, Horror","Geneviève Bujold, David Hughes, Barbara Gordon, Lynne Cormack, Denis Akiyama, Jeremy Irons, Bob Bainborough, Nick Nichols, Heidi von Palleske, Damir Andrei, Miriam Newhouse, Jane Luk, David Cronenberg, Stephen Lack, Shirley Douglas, Dee McCafferty, Richard W. Farrell, Warren Davis, Marsha Moreau, Jacqueline Hennessy, Jill Hennessy",David Cronenberg,"Jack Geasland, David Cronenberg, Bari Wood, Norman Snider","Morgan Creek Entertainment, Mantle Clinic II, Téléfilm Canada, 20th Century Fox","Marc Boyman, David Cronenberg, Sylvio Tabet, Carol Baum",en,820,7.12,15.33,115,1988-09-23
Thesis,9299,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...","Horror, Thriller","Ana Torrent, Miguel Picazo, Pilar Ortega, Xabier Elorriaga, Rosa Campillo, Florentino Sainz, Helena Castañeda, Olga Margallo, Paco Hernández, Teresa Castanedo, Rosa Ávila, Emiliano Otegui, Fele Martínez, Nieves Herranz, José Luis Cuerda, José Miguel Caballero, Eduardo Noriega, Joserra Cadiñanos, Walter Prieto, Julio Vélez",Alejandro Amenábar,"Alejandro Amenábar, Mateo Gil","Sogepaq, Las Producciones del Escorpión S.L.","Emiliano Otegui, José Luis Cuerda",es,769,7.444,14.836,125,1996-04-11
Nosferatu the Vampyre,6404,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.","Drama, Horror","John Leddy, Bruno Ganz, Beverly Walker, Margiet van Hartingsveld, Tim Beekman, Jan Groth, Martje Grohmann, Roland Topor, Jacques Dufilho, Roger Berry Losch, Isabelle Adjani, Rudolf Wolf, Dan van Husen, Carsten Bodinus, Rijk de Gooyer, Klaus Kinski, Lo van Hensbergen, Johan te Slaa, Bo van Hensbergen, Štefan Husár, Claude Chiarini, Werner Herzog, Walter Ladengast, Clemens Scheitz",Werner Herzog,"Werner Herzog, Bram Stoker","Werner Herzog Filmproduktion, Gaumont, ZDF","Michael Gruskoff, Daniel Toscan du Plantier, Werner Herzog, Walter Saxer",de,758,7.322,16.687,107,1979-01-17
One Cut of the Dead,513434,"Real zombies arrive and terrorize the crew of a zombie film being shot in an abandoned warehouse, said to be the site of military experiments on humans.","Comedy, Horror","Satoshi Iwagô, Shuntarô Yamazaki, Shinichiro Osawa, Harumi Shuhama, Donguri, Manabu Hosoi, Hiroshi Ichihara, Yuzuki Akiyama, Kyôko Takahashi, Ayana Gôda, Takuya Fujimura, Miki Yoshida, Shiori Nukumi, Mao, Sakina Asamori, Takayuki Hamatsu, Kazuaki Nagaya, Tomokazu Yamaguchi, Kouki Tsurunishi",Shinichiro Ueda,"Shinichiro Ueda, Ryoichi Wada","Panpokopina, ENBU Seminar",Koji Ichihashi,ja,739,7.644,14.346,96,2017-11-04
Scooby-Doo on Zombie Island,13151,"After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the only creepy character on the island. The sleuths also meet up with cat creatures and zombies... and it looks like for the first time in their lives, these ghouls might actually be real.","Animation, Mystery, Family, Horror","Scott Innes, Mary Kay Bergman, Cam Clarke, Frank Welker, Ed Gilbert, Jim Cummings, Adrienne Barbeau, Tara Strong, B.J. Ward, Mark Hamill, Jennifer Leigh Warren, Billy West","Jim Stenstrum, Kazumi Fukushima, Hiroshi Aoyama","Joseph Barbera, Davis Doi, William Hanna, Glenn Leopold","Hanna-Barbera Productions, Warner Bros. Family Entertainment","Cosmo Anzilotti, Jean MacCurdy",en,700,7.7,32.7,77,1998-09-22
The Medium,745881,A horrifying story of a shaman's inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not to be as benevolent as it first appears.,"Horror, Thriller","Nuansri Sanewong, Daorung Chaimool, Sawanee Utoomma, Arunee Wattana, Seksit Thawichai, Arunrat Puknoi, Ronnasit Nilsu, Arnon Losiripanya, Poon Mitpakdee, Thongsun Kottha, Rattikan Kaewkunya, Prapruttam Khumchat, Puwadon Naosopa, Artid Ponboon, Narilya Gulmongkolpech, Yasaka Chaisorn, Chatchawat Sanveang, Konglar Kanchanahoti, Lunda Sanewong, Suphamit Worabut, Met Sukbua, Mai Wongsri, Yossawat Sittiwong, Thongsom Kanlala, Sirani Yankittikan, Lampoon Singyabud, Boonsong Nakphoo, Krittin Na Nakhon, Ruttima Maiteesawat, Sakchai Yukhachen, Thongsan Sakongsee, Klangchon Chuekham, Wassana Raphaban, Umpa Laokom, Sangkhom Charoenkun, Nan Muntee, Nuttapol Kummata, Tanakrit Jaliablam, Naruwan Deecharoen, Sayan Phiwchan, Suwit Wiratkapant, Chainarong Panchai, Pakapol Srirongmuang, Panadda Unpeng, Sirapob Kwankaew, Sontaya Dermparakhon, Udom Nuncharern, Hnurom Asurapong, Kannika Suebsarakam, Sornrasak Wiwasuk, Akkaradech Rattanawong, Thanutphon Boonsang, Amnuai Seetue, Chan Sriburin, Benchawan Somjit, Goppong Khunthreeya",Banjong Pisanthanakun,"Banjong Pisanthanakun, Siwawut Sewatanon, Choi Cha-won, Na Hong-jin, Chantavit Dhanasevi","Northern Cross, Jorkwang Films, Showbox, Finecut, GDH 559","Banjong Pisanthanakun, Na Hong-jin, Kim Do-su, Jina Osothsilp",th,579,7.031,27.764,131,2021-07-14
When Evil Lurks,744857,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.","Horror, Thriller","Paula Rubinsztein, Marcelo Michinaux, Pedro Larrabide, Federico Liss, Virginia Garófalo, Julián César López, Jorge Prado, Lucrecia Niron Talazac, Isabel Quinteros, Gonzalo Galarza, Silvina Sabater, Maria Celina Carbajal, Demián Salomón, Desirée Salgueiro, Ricardo Velázquez, Ezequiel Rodríguez, Diego Sampayo, Emilio Vodanovich, Luis Ziembrowski, Pablo Galarza, Agostina Aguilera, Cleo Díaz, Sebastián Muñiz",Demián Rugna,Demián Rugna,"Machaco Films, La Puerta Roja, Aramos Cine, Shudder, Cine Argentino, INCAA","Samuel Zimmerman, Emily Gotto, Fernando Díaz, Roxana Ramos",es,572,7.385,154.724,99,2023-10-05
Hour of the Wolf,18333,"While vacationing on a remote German island with his pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.","Drama, Horror","Folke Sundquist, Naima Wifstrand, Ulf Johansson, Liv Ullmann, Gertrud Fridh, Lenn Hjortzberg, Georg Rydeberg, Ingrid Thulin, Mona Seilitz, Erland Josephson, Bertil Anderberg, Mikael Rundquist, Agda Helin, Max von Sydow, Gudrun Brost",Ingmar Bergman,Ingmar Bergman,SF Studios,Lars-Owe Carlberg,sv,448,7.4,11.963,90,1968-02-19
Cure,36095,"A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...","Crime, Thriller, Horror, Mystery","Akira Otaka, Tarô Suwa, Makoto Kakeda, Shun Nakayama, Takeshi Mikami, Shôgo Suzuki, Masato Hagiwara, Taijirō Tamura, Misayo Haruki, Yukijiro Hotaru, Tsuyoshi Ujiki, Masahiro Toda, Ren Osugi, Makoto Togashi, Hajime Tanimoto, Denden, Yoriko Doguchi, Koji Yakusho, Anna Nakagawa, Touji Kawahigashi",Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Daiei Film, Twins Japan","Tetsuya Ikeda, Atsuyuki Shimoda, Satoshi Kanno, Tsutomu Tsuchikawa, Hiroyuki Kato",ja,442,7.439,16.321,111,1997-12-27
Onibaba,3763,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.","Horror, Drama","Hosui Araya, Kei Satō, Jūkichi Uno, Nobuko Otowa, Someshō Matsumoto, Jitsuko Yoshimura, Fudeko Tanaka, Hiroyoshi Yamaguchi, Taiji Tonoyama, Kentarô Kaji, Michinori Yoshida, Hiroshi Tanaka, Kanzō Uni, Nobuko Shimakage",Kaneto Shindō,Kaneto Shindō,Kindai Eiga Kyokai,"Tamotsu Minato, Hisao Itoya, Setsuo Noto",ja,372,7.7,19.031,105,1964-11-21
Belzebuth,373226,"While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil.","Horror, Fantasy","Aurora Gil, Felipe Tútuti, Conde Fabregat, Boris Schoemann, Aida López, José Sefami, Tobin Bell, Giovanna Zacarías, Joaquín Cosío, Yunuen Pardo, Mercedes Hernández, Norma Angélica, Liam Villa, Enoc Leaño, Tate Ellington",Emilio Portes,"Luis Carlos Fuentes, Emilio Portes","Pastorela Películas, Fondo de Inversión y Estímulos al Cine (FIDECINE), Videocine",Rodrigo Herranz,es,323,7.17,11.065,114,2019-01-11
The Phantom of the Opera,964,The deformed Phantom who haunts the Paris Opera House causes murder and mayhem in an attempt to make the woman he loves a star.,"Drama, Horror","Mary Philbin, Bruce Covington, Betty Arthur, Grace Marvin, Joseph Belmont, Bernard Siegel, Josephine Haynes Webster, Ethel Broadhurst, Edward Cecil, Roy Coulson, Virginia Pearson, Carla Laemmle, John Miljan, Ed Wolff, Gibson Gowland, Templar Saxe, Ward Crane, Edith Murgatroyd, Cesare Gravina, Chester Conklin, Betty Van Allen, Snitz Edwards, George Davis, Olive Ann Alcorn, William Tyroler, Madame Fiorenza, Norman Kerry, John St. Polis, Vola Vale, Arthur Edmund Carewe, George B. Williams, Ruth Clifford, Alexander Bevani, Alan George, William Humphrey, Anton Vaverka, Ellinor Vanderveer, Lon Chaney, Earl Gordon Bostwick","Edward Sedgwick, Ernst Laemmle, Lon Chaney, Rupert Julian","Raymond L. Schrock, Elliott J. Clawson, Gaston Leroux, Winifred Reeve",Universal Pictures,Carl Laemmle,en,319,7.069,17.179,107,1925-09-22
Bud Abbott and Lou Costello Meet Frankenstein,3073,"Baggage handlers Bud and Lou accidentally stumble upon Frankenstein's Monster, Dracula and the Wolf Man.","Comedy, Horror","Frank Ferguson, Bela Lugosi, George Barton, Bobby Barber, Joe Kirk, Lenore Aubert, Helen Spring, Bud Abbott, Paul Stader, Clarence Straight, Carl Sklover, Glenn Strange, Lon Chaney Jr., Joe Walls, Lou Costello, Howard Negley, Charles Bradstreet, Harry Brown, Jane Randolph, Vincent Price",Charles Barton,"Frederic I. Rinaldo, John Grant, Bram Stoker, Robert Lees, Mary Shelley","Universal International Pictures, Universal Pictures",Robert Arthur,en,276,7.1,15.712,83,1948-06-15
Dead of Night,13581,"Architect Walter Craig, seeking the possibility of some work at a country farmhouse, soon finds himself once again stuck in his recurring nightmare. Dreading the end of the dream that he knows is coming, he must first listen to all the assembled guests' own bizarre tales.","Horror, Thriller","Magda Kun, Hartley Power, Esme Percy, Garry Marsh, Patrick Aherne, Roland Culver, Anthony Baird, Renee Gadd, Paul Bonifas, Miles Malleson, Naunton Wayne, Allan Jeayes, John McGuire, Sally Ann Howes, Peggy Bryan, Barbara Leake, Mary Merrall, Googie Withers, Frederick Valk, Robert Wyndham, Judy Kelly, Basil Radford, Elisabeth Welch, Mervyn Johns, Michael Allan, Michael Redgrave, Peter Jones, Ralph Michael","Robert Hamer, Basil Dearden, Charles Crichton, Alberto Cavalcanti","T. E. B. Clarke, Angus MacPhail, H.G. Wells, E.F. Benson, John Baines",Ealing Studios,Michael Balcon,en,249,7.169,9.031,103,1945-09-09
Ghosts,37793,"In the town of Normal Valley, an eccentric magician named Maestro entertains the local children every day in his spooky mansion. One stormy night, the town's mayor leads a group of angry citizens to the mansion in an attempt to run Maestro out of town.","Music, Horror","Charlie E. Schmidt, Shawnette Heard, Michael Balderrama, Michelle Weber, Cris Judd, Joie Shettler, Mia Pitts, Anthony Talauega, Stan Winston, Janette Wilson, Suzi McDonald, Edwina Moore, Michael Jackson, Nicole Pantenburg, Richmond Talauega, Dorie Konno, Kelly Konno, Heather Ehlers, Dale Dudeck, Melvin Bailey, Yasiin Bey, Travis Payne, Kendall Cunningham, Phoenix Nugent, Jason Yribar, Jason Hoffman, Yuko Sumida Holley, Seth Smith, Loren Randolph, Troy Burgess, Coco Leigh, Courtney Miller, Pat Dade, Michael Gregory, Eddie Low, John Gregory, Paula Harrison, Mic Thompson, Jim Hoffman, Stanley Dyrector, Daniel Cox, Richard Kim, Keisha McCauley, Stacey Walker, LaVelle Smith, Mike Smithson, Amy Smallman, Shana Mangatal, Heather Harley, Claire Mayer, Lisa Joann Thompson, Douglas Huber",Stan Winston,"Stephen King, Stan Winston, Michael Jackson, Mick Garris",Optimum Productions,"Caroline Baron, David Nicksay",en,239,7.99,7.596,39,1997-09-04
